term_id	term_name	term_source	He_down	He_up	Lind_down	Lind_up	Car(Aae)_down	Car(Aae)_up	Bai_F_abd_down	Bai_F_abd_up	Bai_F_head_down	Bai_F_head_up	Bai_M_abd_down	Bai_M_abd_up	Bai_M_head_down	Bai_M_head_up	He_down_adj_pvalue	He_up_adj_pvalue	Lind_down_adj_pvalue	Lind_up_adj_pvalue	Car(Aae)_down_adj_pvalue	Car(Aae)_up_adj_pvalue	Bai_F_abd_down_adj_pvalue	Bai_F_abd_up_adj_pvalue	Bai_F_head_down_adj_pvalue	Bai_F_head_up_adj_pvalue	Bai_M_abd_down_adj_pvalue	Bai_M_abd_up_adj_pvalue	Bai_M_head_down_adj_pvalue	Bai_M_head_up_adj_pvalue 
GO:0007015	actin filament organization	GO:BP	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	0.00009357661240160644	1	1	1	0.0014557627506103159	1	1
GO:0019730	antimicrobial humoral response	GO:BP	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	1	1	1	1	1	1	0.00015581654837166763	1	0.015050730452427923	1	1	1	0.1305745547537867
GO:0003009	skeletal muscle contraction	GO:BP	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	0.0002975023683374616	1	1	1	0.0002532995896154516	1	1
GO:0007527	adult somatic muscle development	GO:BP	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	0.00034878674201274337	1	1	1	4.507642092649701e-7	1	1
GO:0050881	musculoskeletal movement	GO:BP	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	0.0004592685695089127	1	1	1	0.000376740679758628	1	1
GO:0050879	multicellular organismal movement	GO:BP	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	0.0004592685695089127	1	1	1	0.000376740679758628	1	1
GO:0030198	extracellular matrix organization	GO:BP	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0.0005038693291208234	1	1	1	1	1	1
GO:0072350	tricarboxylic acid metabolic process	GO:BP	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	0.0007308496720957389	1	1	1	0.001946720381876683	1	1
GO:0071688	striated muscle myosin thick filament assembly	GO:BP	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	0.0007810429218517371	1	1	1	0.00025193212531205973	1	1
GO:0030241	skeletal muscle myosin thick filament assembly	GO:BP	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	0.0007810429218517371	1	1	1	0.00025193212531205973	1	1
GO:0071711	basement membrane organization	GO:BP	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0.0009023824487813208	1	1	1	1	1	1
GO:0034446	substrate adhesion-dependent cell spreading	GO:BP	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0.000931100144917687	1	1	1	1	1	1
GO:0120081	positive regulation of microfilament motor activity	GO:BP	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	0.000931100144917687	1	1	1	0.01806457053022581	1	1
GO:0006941	striated muscle contraction	GO:BP	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	0.0009619147704563487	1	1	1	0.0005429624925105982	1	1
GO:0120079	regulation of microfilament motor activity	GO:BP	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	0.0017183232032879736	1	1	1	0.022859424153747747	1	1
GO:0043062	extracellular structure organization	GO:BP	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0.0018169823966903732	1	1	1	1	1	1
GO:0006102	isocitrate metabolic process	GO:BP	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	0.0029334092093421032	1	1	1	0.01040164604921178	1	1
GO:0051017	actin filament bundle assembly	GO:BP	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0.003009026492717637	1	1	1	1	1	1
GO:0061572	actin filament bundle organization	GO:BP	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0.0040320133284236555	1	1	1	1	1	1
GO:0014866	skeletal myofibril assembly	GO:BP	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	0.004094783965604611	1	1	1	0.0004984981519322508	1	1
GO:0060297	regulation of sarcomere organization	GO:BP	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0.005115263575108029	1	1	1	1	1	1
GO:0031034	myosin filament assembly	GO:BP	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	0.005194902310372348	1	1	1	0.0015617828953275697	1	1
GO:0007525	somatic muscle development	GO:BP	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	0.0065286303995312	1	1	1	0.0003196859890308533	1	1
GO:0006099	tricarboxylic acid cycle	GO:BP	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	0.007196856035041217	1	1	1	0.00040852714808302533	1	1
GO:0003010	voluntary skeletal muscle contraction	GO:BP	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	0.010110810085190497	1	1	1	0.011710518822266	1	1
GO:0014703	oscillatory muscle contraction	GO:BP	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	0.010110810085190497	1	1	1	0.011710518822266	1	1
GO:0110020	regulation of actomyosin structure organization	GO:BP	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0.012290577295808722	1	1	1	1	1	1
GO:0033627	cell adhesion mediated by integrin	GO:BP	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0.013190219207718326	1	1	1	1	1	1
GO:0048082	regulation of adult chitin-containing cuticle pigmentation	GO:BP	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0.014445268417359762	1	1	1	1	1	1
GO:0009611	response to wounding	GO:BP	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	1	1	1	1	1	0.014445268417359762	1	0.017847765162903238	1	1	1	1
GO:0031033	myosin filament organization	GO:BP	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	0.015594420105845962	1	1	1	0.004877919125161626	1	1
GO:0072499	photoreceptor cell axon guidance	GO:BP	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0.017096915516410308	1	1	1	1	1	1
GO:0010882	regulation of cardiac muscle contraction by calcium ion signaling	GO:BP	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	0.022170691994011338	1	1	1	0.021321220476384413	1	1
GO:0007411	axon guidance	GO:BP	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0.023023673593342335	1	1	1	1	1	1
GO:0036309	protein localization to M-band	GO:BP	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	0.023314338549360526	1	1	1	0.026732845523379428	1	1
GO:0048644	muscle organ morphogenesis	GO:BP	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0.024776942108243705	1	1	1	1	1	1
GO:0048079	regulation of cuticle pigmentation	GO:BP	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0.024776942108243705	1	1	1	1	1	1
GO:0048085	adult chitin-containing cuticle pigmentation	GO:BP	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0.024776942108243705	1	1	1	1	1	1
GO:0097485	neuron projection guidance	GO:BP	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0.02728425937989804	1	1	1	1	1	1
GO:0006874	cellular calcium ion homeostasis	GO:BP	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	1	1	1	1	1	0.028540162277124744	1	0.021002819893500602	1	1	1	1
GO:0048104	establishment of body hair or bristle planar orientation	GO:BP	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0.031373041452473195	1	1	1	1	1	1
GO:0055074	calcium ion homeostasis	GO:BP	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	1	1	1	1	1	0.031373041452473195	1	0.02224718449199287	1	1	1	1
GO:0055065	metal ion homeostasis	GO:BP	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	1	1	1	1	1	0.032305442870757775	1	0.007503031845886182	1	1	1	1
GO:0006935	chemotaxis	GO:BP	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0.03476996351940834	1	1	1	1	1	1
GO:0001952	regulation of cell-matrix adhesion	GO:BP	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	0.035064576666622875	1	1	1	0.04088035661587738	1	1
GO:0060538	skeletal muscle organ development	GO:BP	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0.03523195657699884	1	1	1	1	1	1
GO:0016203	muscle attachment	GO:BP	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0.03523195657699884	1	1	1	1	1	1
GO:0007409	axonogenesis	GO:BP	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0.03698167192277873	1	1	1	1	1	1
GO:0006091	generation of precursor metabolites and energy	GO:BP	0	0	0	0	0	0	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	0.03698167192277873	0.0342438479717847	1	0.033585721914308184	0.0006859803071422759	0.00002583011454313075	1
GO:0072503	cellular divalent inorganic cation homeostasis	GO:BP	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	1	1	1	1	1	0.03716343350674379	1	0.02454015123886736	1	1	1	1
GO:0060047	heart contraction	GO:BP	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	0.03763844168437	1	1	1	0.016673756510666934	1	1
GO:0008015	blood circulation	GO:BP	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	0.03763844168437	1	1	1	0.016673756510666934	1	1
GO:0046415	urate metabolic process	GO:BP	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0.03825711924122985	1	1	1	1	1	1
GO:0019428	allantoin biosynthetic process	GO:BP	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0.03825711924122985	1	1	1	1	1	1
GO:0019628	urate catabolic process	GO:BP	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0.03825711924122985	1	1	1	1	1	1
GO:0007522	visceral muscle development	GO:BP	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0.03972191660512747	1	1	1	1	1	1
GO:0043520	regulation of myosin II filament assembly	GO:BP	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	0.03986167974112766	1	1	1	0.026348667350089366	1	1
GO:0045333	cellular respiration	GO:BP	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	0.03986167974112766	1	1	1	0.0038696104623531053	1	1
GO:0051643	endoplasmic reticulum localization	GO:BP	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0.04073592747603233	1	1	1	1	1	1
GO:0032956	regulation of actin cytoskeleton organization	GO:BP	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0.04135510343927376	1	1	1	1	1	1
GO:0045229	external encapsulating structure organization	GO:BP	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0.041511003777712066	1	1	1	1	1	1
GO:0072507	divalent inorganic cation homeostasis	GO:BP	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	1	1	1	1	1	0.042231549476605096	1	0.02756403386895302	1	1	1	1
GO:0061564	axon development	GO:BP	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0.04285467502538266	1	1	1	1	1	1
GO:0007593	chitin-based cuticle sclerotization	GO:BP	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0.04285467502538266	1	1	1	1	1	1
GO:0032970	regulation of actin filament-based process	GO:BP	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0.04285467502538266	1	1	1	1	1	1
GO:0015980	energy derivation by oxidation of organic compounds	GO:BP	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	1	1	1	1	1	0.04285467502538266	1	1	1	0.0024013737343979106	0.020895680142090187	1
GO:0032231	regulation of actin filament bundle assembly	GO:BP	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0.044309962622404615	1	1	1	1	1	1
GO:1902903	regulation of supramolecular fiber organization	GO:BP	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0.044309962622404615	1	1	1	1	1	1
GO:0055117	regulation of cardiac muscle contraction	GO:BP	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	0.044309962622404615	1	1	1	0.04485252278267562	1	1
GO:0061058	regulation of peptidoglycan recognition protein signaling pathway	GO:BP	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0.044779522232490584	1	1	1	1	1	1
GO:0006127	glycerophosphate shuttle	GO:BP	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	0.04569767707791022	1	1	1	0.04088035661587738	1	1
GO:0032781	positive regulation of ATPase activity	GO:BP	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0.04587237055562871	1	1	1	1	1	1
GO:0043900	regulation of multi-organism process	GO:BP	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0.04596695510705679	1	1	1	1	1	1
GO:1990547	mitochondrial phosphate ion transmembrane transport	GO:BP	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	0.04596695510705679	1	1	1	0.026732845523379428	1	1
GO:0043292	contractile fiber	GO:CC	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	9.214886808808236e-29	1	1	1	1.0135009529028084e-28	1	1
GO:0030016	myofibril	GO:CC	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	3.491357305935075e-28	1	1	1	1.2967854657021834e-27	1	1
GO:0030017	sarcomere	GO:CC	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	1.0768521708197282e-27	1	1	1	1.5415454529925188e-26	1	1
GO:0099081	supramolecular polymer	GO:CC	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	1.14913406456101e-16	1	1	1	7.618665851970402e-19	1	1
GO:0099512	supramolecular fiber	GO:CC	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	2.3859028765606365e-15	1	1	1	7.300593634841823e-19	1	1
GO:0031674	I band	GO:CC	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	5.82733790807176e-15	1	1	1	5.327898027253131e-14	1	1
GO:0015629	actin cytoskeleton	GO:CC	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	1.4714754134221026e-14	1	1	1	3.177313327339147e-15	1	1
GO:0030018	Z disc	GO:CC	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	1.0061378642911316e-13	1	1	1	2.1977244952179023e-12	1	1
GO:0036379	myofilament	GO:CC	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	3.9925097562146477e-10	1	1	1	1.3974105104984479e-10	1	1
GO:0062023	collagen-containing extracellular matrix	GO:CC	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	1	1	1	1	1	7.908781771723556e-7	1	1	0.03767120618297815	1	1	1
GO:0031672	A band	GO:CC	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	0.0000014722160585087423	1	1	1	5.732480793392893e-7	1	1
GO:0005863	striated muscle myosin thick filament	GO:CC	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	0.000001625395550734994	1	1	1	7.720150690348444e-7	1	1
GO:0032982	myosin filament	GO:CC	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	0.000004488694674071822	1	1	1	0.0000012870713903671597	1	1
GO:0031941	filamentous actin	GO:CC	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	0.0000045424134855369575	1	1	1	0.000006079204093703774	1	1
GO:0042641	actomyosin	GO:CC	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	0.000005200591092108462	1	1	1	0.000050801967555885737	1	1
GO:0001725	stress fiber	GO:CC	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	0.000005200591092108462	1	1	1	0.000050801967555885737	1	1
GO:0097517	contractile actin filament bundle	GO:CC	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	0.000005200591092108462	1	1	1	0.000050801967555885737	1	1
GO:0005884	actin filament	GO:CC	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	0.000010098623605148947	1	1	1	0.0000012870713903671597	1	1
GO:0032432	actin filament bundle	GO:CC	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	0.000010098623605148947	1	1	1	0.00008020658875434592	1	1
GO:0005604	basement membrane	GO:CC	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0.000010551396448200372	1	1	1	1	1	1
GO:0005865	striated muscle thin filament	GO:CC	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	0.00017139556587906983	1	1	1	0.0002465393116665166	1	1
GO:0016459	myosin complex	GO:CC	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	0.00017139556587906983	1	1	1	9.692320048254067e-7	1	1
GO:0030055	cell-substrate junction	GO:CC	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	0.0003248011238137928	1	1	1	0.0017462615966341716	1	1
GO:0070161	anchoring junction	GO:CC	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	0.000336768554951088	1	1	1	0.0015026462402176065	1	1
GO:0005861	troponin complex	GO:CC	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	0.0005591996724832359	1	1	1	0.000016360329924117295	1	1
GO:0042383	sarcolemma	GO:CC	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0.0015752105924399758	1	1	1	1	1	1
GO:0031430	M band	GO:CC	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	0.0030082109717356935	1	1	1	0.0004526993250993868	1	1
GO:0005925	focal adhesion	GO:CC	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	0.0030379420131013777	1	1	1	0.00753408020558632	1	1
GO:0005911	cell-cell junction	GO:CC	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	0.004607062533730131	1	1	1	0.004642095674142665	1	1
GO:0005587	collagen type IV trimer	GO:CC	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0.004813968809037048	1	1	1	1	1	1
GO:0098651	basement membrane collagen trimer	GO:CC	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0.004813968809037048	1	1	1	1	1	1
GO:0098645	collagen network	GO:CC	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0.004813968809037048	1	1	1	1	1	1
GO:0098644	complex of collagen trimers	GO:CC	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0.004813968809037048	1	1	1	1	1	1
GO:0098642	network-forming collagen trimer	GO:CC	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0.004813968809037048	1	1	1	1	1	1
GO:0005927	muscle tendon junction	GO:CC	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	0.007132203148879858	1	1	1	0.023149840496763566	1	1
GO:0071797	LUBAC complex	GO:CC	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	0.014976096619978847	1	1	1	0.018795820188087276	1	1
GO:0043679	axon terminus	GO:CC	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0.018365822225107492	1	1	1	1	1	1
GO:0044306	neuron projection terminus	GO:CC	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0.018884032838724585	1	1	1	1	1	1
GO:0005581	collagen trimer	GO:CC	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0.018933170783545228	1	1	1	1	1	1
GO:0097060	synaptic membrane	GO:CC	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0.0230497578709184	1	1	1	1	1	1
GO:0009925	basal plasma membrane	GO:CC	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0.025115259503935703	1	1	1	1	1	1
GO:0005859	muscle myosin complex	GO:CC	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	0.02760570805525913	1	1	1	0.009920801332359	1	1
GO:0016529	sarcoplasmic reticulum	GO:CC	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	0.028872820218471606	1	1	1	0.010166003236075607	1	1
GO:0002081	outer acrosomal membrane	GO:CC	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0.03029609485725254	1	1	1	1	1	1
GO:0097467	type III terminal bouton	GO:CC	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0.038014417649865295	1	1	1	1	1	1
GO:0005915	zonula adherens	GO:CC	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	0.038014417649865295	1	1	1	0.0125048525448918	1	1
GO:0016528	sarcoplasm	GO:CC	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	0.041440548459966725	1	1	1	0.0004526993250993868	1	1
GO:0150034	distal axon	GO:CC	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0.044938975887098574	1	1	1	1	1	1
GO:0005853	eukaryotic translation elongation factor 1 complex	GO:CC	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	1	1	1	1	1	1	0.048859472216797206	0.009971695435383291	1	1	0.029794219530257966	1	1
TF:M07939	Factor: Opa; motif: NACCCCCCGYNGNS	TF	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0.024389337452880588	1	1	1	1	1	1
TF:M00723	Factor: GAGA; motif: ASWGAGMGNRA	TF	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0.024389337452880588	1	1	1	1	1	1
GO:0016645	oxidoreductase activity, acting on the CH-NH group of donors	GO:MF	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1	1	1	1	1	1	1	0.000005666119932717519	1	0.04234633423253414	1	0.00000672241996133069	1
GO:0004488	methylenetetrahydrofolate dehydrogenase (NADP+) activity	GO:MF	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	1	1	1	1	1	0.000010616262021260603	1	1	1	0.0009507106246352753	1
GO:0004486	methylenetetrahydrofolate dehydrogenase [NAD(P)+] activity	GO:MF	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	1	1	1	1	1	0.000010616262021260603	1	1	1	0.0009507106246352753	1
GO:0004477	methenyltetrahydrofolate cyclohydrolase activity	GO:MF	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	1	1	1	1	1	0.00005042046089751046	1	1	1	0.01994008100051976	1
GO:0019238	cyclohydrolase activity	GO:MF	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	1	1	1	1	1	0.00008466735004847219	1	1	1	0.03041074921336655	1
GO:0043022	ribosome binding	GO:MF	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	0.000237323040895185	1	1	1	1	1
GO:0016646	oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor	GO:MF	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	1	1	1	1	1	0.00030574765012989386	1	1	1	0.0007368368433042376	1
GO:0003988	acetyl-CoA C-acyltransferase activity	GO:MF	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	0.0005268645771452432	1	1	1	1	1
GO:0004487	methylenetetrahydrofolate dehydrogenase (NAD+) activity	GO:MF	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	1	1	1	1	1	0.0007957265465279833	1	1	1	0.033329657188836126	1
GO:0016874	ligase activity	GO:MF	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	1	1	1	1	1	0.0023572376930802888	1	1	1	0.005400632651474576	1
GO:0003746	translation elongation factor activity	GO:MF	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	0.0037243141374083437	1	1	1	1	1
GO:0016408	C-acyltransferase activity	GO:MF	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	0.004234043524195701	1	1	1	1	1
GO:0016814	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines	GO:MF	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	0.004234043524195701	1	1	1	1	1
GO:0016879	ligase activity, forming carbon-nitrogen bonds	GO:MF	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	1	1	1	1	1	0.004580889285179454	1	1	1	0.038834512247436316	1
GO:0004805	trehalose-phosphatase activity	GO:MF	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	0.0057274767108197585	1	1	1	1	1
GO:0003985	acetyl-CoA C-acetyltransferase activity	GO:MF	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	0.0057274767108197585	1	1	1	1	1
GO:0043021	ribonucleoprotein complex binding	GO:MF	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	0.005795689226783185	1	1	1	1	1
GO:0016742	hydroxymethyl-, formyl- and related transferase activity	GO:MF	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	1	1	1	1	1	0.008007376859489459	1	1	1	0.038834512247436316	1
GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	GO:MF	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	1	1	1	1	1	0.008814214393844763	1	1	1	0.046923056507784264	1
GO:0016453	C-acetyltransferase activity	GO:MF	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	0.008814214393844763	1	1	1	1	1
GO:0047402	protein-glucosylgalactosylhydroxylysine glucosidase activity	GO:MF	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	0.008814214393844763	1	1	1	1	1
