term_id	term_name	term_source	He_down	He_up	Lind_down	Lind_up	Car_down	Car_up	Bai_F_abd_down	Bai_F_abd_up	Bai_F_head_down	Bai_F_head_up	Bai_M_abd_down	Bai_M_abd_up	Bai_M_head_down	Bai_M_head_up	Mean_adj_pvalue	He_down_adj_pvalue	He_up_adj_pvalue	Lind_down_adj_pvalue	Lind_up_adj_pvalue	Car_down_adj_pvalue	Car_up_adj_pvalue	Bai_F_abd_down_adj_pvalue	Bai_F_abd_up_adj_pvalue	Bai_F_head_down_adj_pvalue	Bai_F_head_up_adj_pvalue	Bai_M_abd_down_adj_pvalue	Bai_M_abd_up_adj_pvalue	Bai_M_head_down_adj_pvalue	Bai_M_head_up_adj_pvalue
HP:0000798	Oligospermia	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647108533	1	1	1	0.748250139	1	1	1	1	1	1
HP:0008609	Morphological abnormality of the middle ear	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647108533	1	1	1	0.761041982	1	1	1	1	1	1
HP:0002967	Cubitus valgus	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647108533	1	1	1	1	1	1	1	1	1	1
HP:0002980	Femoral bowing	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647108533	1	1	1	1	1	1	1	0.559040747	1	1
HP:0000410	Mixed hearing impairment	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647108533	1	1	1	0.738732209	1	1	1	1	1	1
HP:0002982	Tibial bowing	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647108533	1	1	1	1	1	1	1	1	1	1
HP:0002070	Limb ataxia	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647108533	1	1	0.834327287	0.575469515	1	1	1	0.515980977	0.894044776	1
HP:0005213	Pancreatic calcification	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647108533	1	1	1	0.388165059	1	1	0.833408891	1	1	1
HP:0005376	Recurrent Haemophilus influenzae infections	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647108533	1	1	1	0.771225525	1	1	1	1	1	1
HP:0000972	Palmoplantar hyperkeratosis	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647108533	1	1	1	1	0.74143088	1	0.541792197	1	0.859281496	1
HP:0006536	Airway obstruction	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647108533	1	1	1	0.815844117	1	1	1	1	0.999882451	1
HP:0000529	Progressive visual loss	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647108533	1	1	1	0.95802325	0.766428339	1	0.494516441	0.520467898	0.573567507	1
HP:0006492	Aplasia/Hypoplasia of the fibula	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647108533	1	1	1	1	1	1	1	1	1	1
HP:0000511	Vertical supranuclear gaze palsy	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647108533	1	1	0.640208624	1	1	1	1	1	1	1
HP:0003316	Butterfly vertebrae	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647108533	1	1	1	1	1	1	1	1	1	1
HP:0001264	Spastic diplegia	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647108533	1	1	1	1	0.5306683	1	1	1	0.871518607	1
HP:0000331	Short chin	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647108533	1	1	1	0.771225525	1	1	1	1	1	1
HP:0000622	Blurred vision	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647108533	1	1	1	1	1	1	1	1	1	1
HP:0000246	Sinusitis	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647108533	1	1	1	0.81155783	0.914411908	1	1	1	1	1
HP:0008364	Abnormality of the calcaneus	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647108533	1	1	1	0.388165059	1	1	1	0.226476539	0.602478236	1
HP:0001869	Deep plantar creases	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647108533	1	1	1	0.761041982	1	1	1	1	1	1
HP:0002225	Sparse pubic hair	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647108533	1	1	1	1	1	1	1	1	0.867760563	1
HP:0001279	Syncope	HP	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0.078776548	1	1	1	0.647108533	1	1	1	0.057717178	1	1	1	0.099835918	1	1
HP:0002215	Sparse axillary hair	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647108533	1	1	1	1	1	1	1	1	0.858354861	1
HP:0000847	Abnormality of renin-angiotensin system	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647108533	1	1	1	1	1	1	1	1	1	1
HP:0008034	Abnormal iris pigmentation	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647108533	1	1	1	1	1	1	1	1	0.999882451	1
HP:0004493	Craniofacial hyperostosis	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647108533	1	1	1	0.761041982	1	1	1	1	1	1
HP:0004510	Pancreatic islet-cell hyperplasia	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647108533	1	1	1	0.735198703	1	1	1	1	1	1
HP:0002162	Low posterior hairline	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647108533	1	1	1	0.166361478	0.914411908	1	1	0.837858425	1	1
HP:0007676	Hypoplasia of the iris	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647108533	1	1	1	0.738732209	0.74143088	1	1	1	1	1
HP:0007665	Curly eyelashes	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647108533	1	1	1	0.771225525	1	1	1	1	1	1
HP:0007642	Congenital stationary night blindness	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647108533	1	1	1	0.350668995	1	1	0.833408891	0.552112188	1	1
HP:0007513	Generalized hypopigmentation	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647108533	1	1	1	1	1	1	0.833408891	1	0.871518607	1
HP:0003493	Antinuclear antibody positivity	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647108533	1	1	0.65540522	1	1	1	1	1	0.602478236	1
HP:0004691	2-3 toe syndactyly	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647108533	1	1	0.846129334	1	0.914411908	1	1	1	0.999882451	1
HP:0000859	Hyperaldosteronism	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647108533	1	1	1	1	1	1	1	1	1	1
HP:0000326	Abnormality of the maxilla	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647108533	1	1	0.510642203	0.965060567	0.914411908	1	1	1	0.999882451	1
HP:0007392	Excessive wrinkled skin	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647108533	1	1	1	0.771225525	1	1	1	1	1	1
HP:0003173	Hypoplastic pubic bone	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647108533	1	1	1	0.738732209	0.74143088	1	1	1	1	1
HP:0000458	Anosmia	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647108533	1	1	1	1	1	1	1	1	1	1
HP:0010765	Palmar hyperkeratosis	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647108533	1	1	1	1	0.758376535	1	0.578882719	1	0.867760563	1
HP:0012265	Ciliary dyskinesia	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647108533	1	1	1	1	1	1	1	1	1	1
HP:0012262	Abnormal ciliary motility	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647108533	1	1	1	1	1	1	1	1	1	1
HP:0100848	Neoplasm of the male external genitalia	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647108533	1	1	1	1	1	1	1	1	1	1
HP:0010788	Testicular neoplasm	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647108533	1	1	1	1	1	1	1	1	1	1
HP:0010760	Absent toe	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647108533	1	1	1	0.954304833	0.90421854	1	1	0.825092335	1	1
HP:0012236	Elevated sweat chloride	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647108533	1	1	1	0.350668995	1	1	1	1	1	1
HP:0010679	Elevated tissue non-specific alkaline phosphatase	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647108533	1	1	1	0.738732209	1	1	1	1	1	1
HP:0200114	Metabolic alkalosis	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647108533	1	1	1	1	1	1	1	1	1	1
HP:0200125	Mitochondrial respiratory chain defects	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647108533	1	1	1	1	1	1	0.833408891	1	1	1
HP:0025169	Left ventricular systolic dysfunction	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647108533	1	1	1	0.738732209	1	1	1	1	1	1
HP:0030880	Raynaud phenomenon	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647108533	1	1	1	1	0.74143088	1	1	1	0.859281496	1
HP:0010653	Abnormality of the falx cerebri	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647108533	1	1	1	0.738732209	1	1	1	1	1	1
HP:0100812	Halitosis	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647108533	1	1	1	0.738732209	0.74143088	1	0.833408891	1	1	1
HP:0011106	Hypovolemia	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647108533	1	1	1	0.735198703	0.740433854	1	0.831057159	1	0.569147429	1
HP:0011104	Abnormality of blood volume homeostasis	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647108533	1	1	1	0.735198703	0.740433854	1	0.831057159	1	0.569147429	1
HP:0100639	Erectile dysfunction	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647108533	1	1	1	1	0.760958365	1	1	1	0.614334289	1
HP:0011034	Amyloidosis	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647108533	1	1	0.65540522	1	1	1	0.833408891	0.564558893	0.602478236	1
HP:0002529	Neuronal loss in central nervous system	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647108533	1	1	0.648576553	1	1	1	1	1	1	1
HP:0033072	Abnormal macroscopic urine appearance	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647108533	1	1	1	0.738732209	1	1	1	1	1	1
HP:0033109	Abnormal circulating non-proteinogenic amino acid concentration	HP	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.109464211	1	1	1	0.647108533	1	1	0.640208624	0.109464211	0.740433854	1	1	1	0.858354861	1
HP:0010652	Abnormal dura mater morphology	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647108533	1	1	1	0.748250139	1	1	1	1	1	1
HP:0040084	Abnormal circulating renin	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647108533	1	1	1	1	1	1	1	1	1	1
HP:0040127	Abnormal sweat homeostasis	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647108533	1	1	1	0.350668995	1	1	1	1	1	1
HP:0012086	Abnormal urinary color	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647108533	1	1	1	0.738732209	1	1	1	1	1	1
HP:0010464	Streak ovary	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647108533	1	1	1	1	1	1	1	1	1	1
HP:0010526	Dysgraphia	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647108533	1	1	1	1	1	1	1	1	1	1
HP:0100134	Abnormality of the axillary hair	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647108533	1	1	1	1	1	1	1	1	0.867760563	1
HP:0010627	Anterior pituitary hypoplasia	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647108533	1	1	1	1	1	1	1	1	1	1
HP:0030141	Abnormality of the posterior hairline	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647108533	1	1	1	0.166361478	0.914411908	1	1	0.837858425	1	1
HP:0010625	Anterior pituitary dysgenesis	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647108533	1	1	1	1	1	1	1	1	1	1
HP:0000034	Hydrocele testis	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647249749	1	1	1	1	1	1	1	1	1	1
HP:0002396	Cogwheel rigidity	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647249749	1	1	0.673334207	1	1	1	1	1	0.614334289	1
HP:0004340	Abnormality of vitamin B metabolism	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647249749	1	1	1	0.782742532	1	1	1	1	1	1
HP:0000402	Stenosis of the external auditory canal	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647249749	1	1	1	1	0.5306683	1	1	1	1	1
HP:0001480	Freckling	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647249749	1	1	1	1	1	1	1	1	1	1
HP:0002779	Tracheomalacia	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647249749	1	1	1	1	0.76397475	1	1	1	0.874444058	1
HP:0006257	Abnormality of carpal bone ossification	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647249749	1	1	1	0.782742532	1	1	1	1	1	1
HP:0100133	Abnormality of the pubic hair	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647249749	1	1	1	1	1	1	1	1	0.874444058	1
HP:0002943	Thoracic scoliosis	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647249749	1	1	1	0.404961976	1	1	1	0.227772771	1	1
HP:0003187	Breast hypoplasia	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647249749	1	1	0.673334207	1	1	1	1	1	0.874444058	1
HP:0001795	Hyperconvex nail	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647249749	1	1	1	1	0.76397475	1	1	1	0.614334289	1
HP:0002113	Pulmonary infiltrates	HP	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.043906535	1	1	1	0.647249749	1	1	1	0.043906535	0.76397475	1	1	1	1	1
HP:0012261	Abnormal respiratory motile cilium physiology	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647249749	1	1	1	1	1	1	1	1	1	1
HP:0100508	Abnormality of vitamin metabolism	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647430684	1	1	1	0.968828346	0.780252562	1	1	1	0.999882451	1
HP:0001012	Multiple lipomas	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647514717	1	1	1	0.785163951	1	1	1	1	1	1
HP:0002922	Increased CSF protein	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647514717	1	1	1	1	1	1	1	1	1	1
HP:0001133	Constriction of peripheral visual field	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647514717	1	1	1	0.61417453	0.78159488	1	0.578882719	0.543509444	0.614334289	1
HP:0012093	Abnormality of endocrine pancreas physiology	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647514717	1	1	1	0.785163951	0.76397475	1	1	1	0.874444058	1
HP:0006476	Abnormality of the pancreatic islet cells	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647514717	1	1	1	0.785163951	0.76397475	1	1	1	0.874444058	1
HP:0001831	Short toe	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647514717	1	1	1	0.840343457	0.78159488	1	1	0.543509444	0.999882451	1
HP:0008515	Aplasia/Hypoplasia of the vertebrae	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647514717	1	1	1	1	0.76397475	1	1	1	1	1
HP:0008417	Vertebral hypoplasia	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647514717	1	1	1	1	0.76397475	1	1	1	1	1
HP:0030469	Abnormal dark-adapted electroretinogram	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647514717	1	1	1	0.437604526	1	1	0.843563022	0.594378491	1	1
HP:0003186	Inverted nipples	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647514717	1	1	1	0.791659548	1	1	1	1	1	1
HP:0010173	Aplasia/Hypoplasia of the phalanges of the toes	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647514717	1	1	1	1	1	1	1	1	1	1
HP:0032016	Abnormal sputum	HP	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.077333389	1	1	1	0.647514717	1	1	1	0.077333389	0.922076566	1	1	1	1	1
HP:0030478	Abnormal amplitude of dark-adapted bright flash electroretinogram	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647514717	1	1	1	0.437604526	1	1	0.843563022	0.594378491	1	1
HP:0100759	Clubbing of fingers	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647514717	1	1	1	0.791659548	1	1	1	1	1	1
HP:0030470	Abnormal dark-adapted bright flash electroretinogram	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647514717	1	1	1	0.437604526	1	1	0.843563022	0.594378491	1	1
HP:0010174	Broad phalanx of the toes	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647514717	1	1	1	0.785163951	1	1	1	1	1	1
HP:0000934	Chondrocalcinosis	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647514717	1	1	0.502632143	1	1	1	0.590992297	0.594378491	1	1
HP:0030014	Female sexual dysfunction	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647514717	1	1	1	0.785163951	1	1	1	1	0.874444058	1
HP:0007984	Electronegative electroretinogram	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.647514717	1	1	1	0.437604526	1	1	0.843563022	0.594378491	1	1
HP:0100685	Abnormal Sharpey fiber morphology	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.649673215	1	1	0.502632143	1	1	1	0.590992297	0.601877817	1	1
HP:0005420	Recurrent gram-negative bacterial infections	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.649673215	1	1	1	0.166361478	1	1	1	1	1	1
HP:0010512	Adrenal calcification	HP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.102246584	1	1	1	0.649673215	1	1	0.691082143	0.802146904	1	1	0.102246584	1	1	1
HP:0000551	Color vision defect	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.649673215	1	1	0.857940506	0.840872179	0.926006215	1	1	0.853956318	0.999882451	1
HP:0025456	Abnormal CSF protein level	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.649673215	1	1	1	1	1	1	1	1	1	1
HP:0012285	Abnormal hypothalamus physiology	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.649673215	1	1	1	1	1	1	1	1	1	1
HP:0008163	Decreased circulating cortisol level	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.649673215	1	1	1	0.802146904	1	1	1	1	1	1
HP:0010182	Abnormality of the distal phalanges of the toes	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.649673215	1	1	1	1	1	1	1	1	1	1
HP:0004950	Peripheral arterial stenosis	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.649673215	1	1	1	0.802146904	0.77997006	1	1	1	0.893206917	1
HP:0008214	Decreased serum estradiol	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.649673215	1	1	1	1	1	1	1	1	1	1
HP:0000657	Oculomotor apraxia	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.652334035	1	1	0.857940506	0.840872179	1	1	1	0.556280244	0.999882451	1
HP:0001907	Thromboembolism	HP	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.065826305	1	1	1	0.658131408	1	1	1	0.166361478	1	1	1	0.065826305	1	1
HP:0001804	Hypoplastic fingernail	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.658131408	1	1	1	1	1	1	1	1	1	1
HP:0004469	Chronic bronchitis	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.658131408	1	1	1	0.808910365	1	1	1	1	1	1
HP:0003326	Myalgia	HP	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.093011486	1	1	1	0.658131408	1	1	0.859401795	0.093011486	0.790615227	1	1	0.853956318	0.784101864	1
HP:0001997	Gout	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.661405842	1	1	1	1	1	1	1	1	1	1
HP:0000705	Amelogenesis imperfecta	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.661405842	1	1	1	1	1	1	0.860055133	1	1	1
HP:0000883	Thin ribs	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.661405842	1	1	1	0.815844117	1	1	1	1	1	1
HP:0007556	Plantar hyperkeratosis	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.661405842	1	1	1	1	0.780252562	1	0.590992297	1	0.894044776	1
HP:0001974	Leukocytosis	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.661405842	1	1	1	0.843602626	0.79667353	1	0.907676093	1	0.930249449	1
HP:0005293	Venous insufficiency	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.661405842	1	1	1	1	1	1	1	1	1	1
HP:0030247	Splanchnic vein thrombosis	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.661405842	1	1	1	0.473962982	1	1	0.860055133	1	1	1
HP:0410240	Abnormal circulating IgA level	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.661405842	1	1	1	1	1	1	1	1	0.633435335	1
HP:0025133	Abnormal serum estradiol	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.661405842	1	1	1	1	1	1	1	1	1	1
HP:0100027	Recurrent pancreatitis	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.661405842	1	1	1	0.473962982	1	1	0.860055133	1	1	1
HP:0025132	Abnormal circulating estrogen level	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.661405842	1	1	1	1	1	1	1	1	1	1
HP:0006498	Aplasia/Hypoplasia of the patella	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.661405842	1	1	0.510642203	1	1	1	1	1	1	1
HP:0012332	Abnormal autonomic nervous system physiology	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.664585994	1	1	0.867719456	0.980707131	1	1	0.911926431	0.859836382	0.486602164	1
HP:0002110	Bronchiectasis	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.664585994	1	1	1	0.843602626	1	1	1	1	1	1
HP:0009928	Thick nasal alae	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.665207272	1	1	1	0.82937102	1	1	1	1	1	1
HP:0040171	Decreased serum testosterone level	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.665207272	1	1	1	1	1	1	1	1	0.894044776	1
HP:0002763	Abnormal cartilage morphology	HP	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.063984285	1	1	1	0.665207272	1	1	1	0.82937102	1	0.063984285	1	1	1	1
HP:0010743	Short metatarsal	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.665207272	1	1	1	1	1	1	1	1	1	1
HP:0011751	Abnormality of the posterior pituitary	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.665207272	1	1	1	1	1	1	1	1	1	1
HP:0001707	Abnormal right ventricle morphology	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.665207272	1	1	0.703171676	0.82937102	1	1	1	1	1	1
HP:0004437	Cranial hyperostosis	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.665207272	1	1	1	0.82937102	1	1	1	1	1	1
HP:0005952	Decreased pulmonary function	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.665945608	1	1	1	0.835833722	1	1	1	1	1	1
HP:0002667	Nephroblastoma	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.665945608	1	1	1	1	1	1	1	1	1	1
HP:0010057	Abnormality of the phalanges of the hallux	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.665945608	1	1	1	0.835833722	1	1	1	1	1	1
HP:0001935	Microcytic anemia	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.665945608	1	1	1	1	0.784729541	1	1	1	0.898384296	1
HP:0002758	Osteoarthritis	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.665945608	1	1	0.703171676	1	0.784729541	1	0.618205475	1	0.898384296	1
HP:0001338	Partial agenesis of the corpus callosum	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.665945608	1	1	1	1	0.784729541	1	1	1	1	1
HP:0011794	Embryonal renal neoplasm	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.665945608	1	1	1	1	1	1	1	1	1	1
HP:0003496	Increased circulating IgM level	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.665945608	1	1	1	1	1	1	1	1	0.659805909	1
HP:0000894	Short clavicles	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.665945608	1	1	1	1	1	1	1	1	1	1
HP:0006813	Focal hemiclonic seizure	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.665945608	1	1	1	0.835833722	1	1	1	0.281059723	1	1
