name	Lind_up	Lind_down	He_up	He_down	Bai_F_abd_up	Bai_F_abd_down	Bai_F_head_up	Bai_F_head_down	Bai_M_abd_up	Bai_M_abd_down	Bai_M_head_up	Bai_M_head_down	Det_up	Det_down	Car_up	Car_down
CG7227	0	0	0	0	0	0	0	-0,66	0	0	0	-1,13	0	0	0	0
CG11089	0	0	0	0	0	0	0	-0,65	0	0	0	0	0	0	0	0
CG3902	0	0	0	0	0	0	0	-0,65	0	0	0	0	0	0	0	0
Nepl17	0	0	0	0	0	0	0	-0,65	0	0	0	0	0	0	0	0
Prat2	0	0	0	0	0	0	0	-0,64	0	0	0	0	0	0	0	0
P5cr-2	0	0	0	0	0	0	0	-0,63	0	0	0	0	0	0	0	0
AcCoAS	0	0	0	0	0	0	0	-0,63	0	-0,66	0	-0,77	0	0	0	0
RpL27	0	0	0	0	0	0	0	-0,63	0	0	0	0	0	0	0	0
RpL36	0	0	0	0	0	0	0	-0,62	0	0	0	0	0	0	0	0
Pdh	0	0	0	0	0	0	0	-0,61	0	0	0	-0,75	0	0	0	0
RpL26	0	0	0	0	0	0	0	-0,61	0	0	0	0	0	0	0	0
Mthfs	0	0	0	0	0	0	0	-0,61	0	0	0	-0,78	0	0	0	0
D2hgdh	0	0	0	0	0	0	0	-0,6	0	0	0	0	0,409089354	0	0	0
yellow-f2	0	0	0	0	0	0	0	-0,6	0	-0,62	0	-0,97	0	0	0	0
Ahcy	0	0	0	0	0	0	0	-0,6	0	0	0	-0,77	0	0	0	0
CG7470	0	0	0	0	0	0	0	-0,6	0	0	0	-0,69	0	0	0	0
Ugt36A1	0	0	0	0	0	0	0	-0,59	0	0	0	-0,72	0	0	0	0
RpS27	0	0	0	0	0	0	0	-0,59	0	0	0	-0,69	0	0	0	0
aay	0	0	0	0	0	0	0	-0,58	0	0	0	0	0	0	0	0
Glt	0	0	0	0	0	0	0	-0,58	0	0	0	-0,61	0	0	0	0
yip2	0	0	0	0	0	0	0	-0,58	0	0	0	0	0	0	0	0
Cyp12a4	0	0	0	0	0	0	0	-0,58	0	0	0	0	0	0	0	0
mino	0	0	0	0	0	0	0	-0,58	0	-0,57	0	-0,74	0	0	0	0
Mcad	0	0	0	0	0	0	0	-0,58	0	0	0	0	0	0	0	0
sea	0	0	0	0	0	0	0	-0,57	0	0	0	0	0	0	0	0
CG11594	0	0	0	0	0	0	0	-0,57	0	0	0	-0,54	0	0	0	0
RpL31	0	0	0	0	0	0	0	-0,57	0	0	0	0	0	0	0	0
CG7834	0	0	0	0	0	0	0	-0,57	0	0	0	-0,49	0	0	0	0
MP1	0	0	0	0	0	0	0	-0,57	0	0	0	-0,72	0	0	0	0
eEF1alpha1	0	0	0	0	0	0	0	-0,56	0	0	0	-0,5	0	0	0	0
CG5171	0	0	0	0	0	0	0	-0,56	0	-0,51	0	-0,74	0,479403734	0	0	0
RpL34b	0	0	0	0	0	0	0	-0,55	0	0	0	0	0	0	0	0
Tctp	0	0	0	0	0	0	0	-0,55	0	0	0	0	0	0	0	0
RpL21	0	0	0	0	0	0	0	-0,55	0	0	0	0	0	0	0	0
eEF1gamma	0	0	0	0	0	0	0	-0,55	0	0	0	0	0	0	0	0
sta	0	0	0	0	0	0	0	-0,55	0	0	0	0	0	0	0	0
RpL5	0	0	0	0	0	0	0	-0,55	0	0	0	0	0	0	0	0
CG18135	0	0	0	0	0	0	0	-0,55	0	0	0	-0,79	0	0	0	0
FASN1	0	0	0	0	0	0	0	-0,55	0	-0,64	0	-0,71	0	0	0	0
Irc	0	0	0	0	0	0	0	-0,54	0	0	0	-0,7	0	0	0	0
CG5126	0	0	0	0	0	0	0	-0,54	0	0	0	0	0	0	0	0
Tps1	0	0	0	0	0	0	0	-0,54	0	0	0	0	0	0	0	0
CG10932	0	0	0	0	0	0	0	-0,54	0	0	0	0	0	0	0	0
CG44243	0	0	0	0	0	0	0	-0,54	0	0	0	0	0	0	0	0
Idgf6	0	0	0	0	0	0	0	-0,54	0	-0,43	0	-0,86	0	0	0	0
RpS4	0	0	0	0	0	0	0	-0,54	0	0	0	-0,53	0	0	0	0
fat-spondin	0	0	0	0	0	0	0	-0,53	0	0	0	-0,72	0	0	0	0
AOX1	0	0	0	0	0	0	0	-0,53	0	0	0	-0,47	0	0	0	0
RpS5a	0	0	0	0	0	0	0	-0,53	0	0	0	0	0	0	0	0
Kyat	0	0	0	0	0	0	0	-0,53	0	-0,58	0	0	0	0	0	0
CG40191	0	0	0	0	0	0	0	-0,53	0	0	0	0	0	0	0	0
bgm	0	0	0	0	0	0	0	-0,53	0	-0,49	0	-0,89	0	0	0	0
RpS20	0	0	0	0	0	0	0	-0,51	0	0	0	0	0	0	0	0
PCB	0	0	0	0	0	0	0	-0,5	0	0	0	-0,56	0	0	0	0
Nurf-38	0	0	0	0	0	0	0	-0,5	0	0	0	-0,59	0	0	0	0
fon	0	0	0	0	0	0	0	-0,5	0	0	0	-0,76	0	0	0	0
CG1354	0	0	0	0	0	0	0	-0,49	0	0	0	0	0	0	0	0
Apoltp	0	0	0	0	0	0	0	-0,49	0	0	0	-0,48	0	0	0	0
ScpX	0	0	0	0	0	0	0	-0,49	0	0	0	-0,57	0	0	0	0
spn-E	0	0	0	0	0	0	0	-0,48	0	0	0	0	0	0	0	0
wal	0	0	0	0	0	0	0	-0,48	0	0	0	0	0	0	0	0
RpL13A	0	0	0	0	0	0	0	-0,48	0	0	0	0	0	0	0	0
RpL19	0	0	0	0	0	0	0	-0,48	0	0	0	0	0	0	0	0
Indy	0	0	0	0	0	0	0	-0,47	0	0	0	0	0	0	0	0
RpL17	0	0	0	0	0	0	0	-0,47	0	0	0	0	0	0	0	0
RpS15	0	0	0	0	0	0	0	-0,47	0	0	0	0	0	0	0	0
RpS19a	0	0	0	0	0	0	0	-0,47	0	0	0	0	0	0	0	0
CG15096	0	0	0	0	0	0	0	-0,47	0	0	0	0	0	0	0	0
CG1927	0	0	0	0	0	0	0	-0,47	0	0	0	0	0	0	0	0
Obp99c	0	0	0	0	0	0	0	-0,47	0	0	0	-0,83	0	0	0	0
Nap1	0	0	0	0	0	0	0	-0,46	0	0	0	0	0	0	0	0
RpL23	0	0	0	0	0	0	0	-0,46	0	0	0	0	0	0	0	0
RpS27A	0	0	0	0	0	0	0	-0,45	0	0	0	0	0	0	0	0
Fkbp12	0	0	0	0	0	0	0	-0,45	0	-0,4	0	-0,57	0	0	0	0
Spn43Ab	0	0	0	0	0	0	0	-0,45	0	-0,5	0	-0,73	0	0	0	0
Acer	0	0	0	0	0	0	0	-0,45	0	0	0	-0,71	0	0	0	0
Rel	0	0	0	0	0	0	0	-0,45	0	0	0	0	0	0	0	0
RpL28	0	0	0	0	0	0	0	-0,45	0	0	0	0	0	0	0	0
whd	0	0	0	0	0	0	0	-0,44	0	0	0	-0,54	0	0	0	0
eEF5	0	0	0	0	0	0	0	-0,44	0	0	0	0	0	0	0	0
RpL15	0	0	0	0	0	0	0	-0,43	0	0	0	0	0	0	0	0
RpS23	0	0	0	0	0	0	0	-0,43	0	0	0	0	0	0	0	0
eas	0	0	0	0	0	0	0	-0,42	0	0	0	0	0	0	0	0
Gel	0	0	0	0	0	0	0	-0,42	0	0	0	-0,57	0	0	0	0
RpL3	0	0	0	0	0	0	0	-0,41	0	0	0	0	0	0	0	0
Rack1	0	0	0	0	0	0	0	-0,41	0	0	0	0	0	0	0	0
Mdh1	0	0	0	0	0	0	0	-0,4	0	-0,43	0	-0,53	0	0	0	0
Cyt-b5	0	0	0	0	0	0	0	-0,39	0	0	0	-0,55	0	0	0	0
eEF2	0	0	0	0	0	0	0	-0,39	0	0	0	0	0	0	0	0
RpS6	0	0	0	0	0	0	0	-0,39	0	0	0	0	0	0	0	0
RpL14	0	0	0	0	0	0	0	-0,37	0	0	0	0	0	0	0	0
RpS3A	0	0	0	0	0	0	0	-0,37	0	0	0	0	0	0	0	0
Cyp4e3	0	0	0	0	0	0	0	0	1,4	0	0	0	0	0	0	0
LysD	0	0	0	0	0	0	0	0	1,17	0	0	0	0	0	0	0
CG34458	0	0	0	0	0	0	0	0	1,32	-1,33	0	0	0	0	0	0
Syt1	0	0	0	0	0	0	0	0	1,08	0	0	0	0	0	0	0
Npc2e	0	0	0	0	0	0	0	0	1,08	0	0	0	0	0	0	0
CG14340	0	0	0	0	0	0	0	0	1,07	0	0	0	0	0	0	0
CG16826	0	0	0	0	0	0	0	0	1,05	0	0	0	0	0	0	0
Grik	0	0	0	0	0	0	0	0	1,01	0	0	0	0	0	0	0
CheA75a	0	0	0	0	0	0	0	0	1,01	0	0	0	0	0	0	0
Ag5r	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Nazo	0	0	0	0	0	0	0	0	0,98	0	0	0	0	0	0	0
SmydA-7	0	0	0	0	0	0	0	0	0,96	0	0	0	0	0	0	0
CG6972	0	0	0	0	0	0	0	0	0,93	0	0	0	0,537647939	0	0	0
CG34203	0	0	0	0	0	0	0	0	0,91	0	0	0	0	0	0	0
CG13920	0	0	0	0	0	0	0	0	0,89	0	0	0	0,85340878	0	0	0
jp	0	0	0	0	0	0	0	0	0,89	0	0	0	0	0	0	0
LManI	0	0	0	0	0	0	0	0	0,82	0	0	0	0	0	0	0
CG4962	0	0	0	0	0	0	0	0	0,82	0	0	0	0	0	0	0
Ptp36E	0	0	0	0	0	0	0	0	0,81	0	0	0	0	0	0	0
CG4239	0	0	0	0	0	0	0	0	0,78	0	0	0	0,62658424	0	0	0
SmydA-3	0	0	0	0	0	0	0	0	0,77	0	0	0	0	0	0	0
SERCA	0	0	0	0	0	0	0	0	0,73	0	0	0	0,500948703	0	0	0
Cad86C	0	0	0	0	0	0	0	0	0,66	0	0	0	0	0	0	0
AsnS	0	0	0	0	0	0	0	0	0,66	0	0	0	0	0	0	0
skd	0	0	0	0	0	0	0	0	0,65	0	0	0	0	-0,286745255	0	0
InR	0	0	0	0	0	0	0	0	0,61	0	0	0	0	0	0	0
CG15080	0	0	0	0	0	0	0	0	0,59	0	0	0	0	0	0	0
Alp12	0	0	0	0	0	0	0	0	0,59	0	0	0	0	0	0	0
sesB	0	0	0	0	0	0	0	0	0,56	0	0	0	0	0	0	0
Mical	0	0	0	0	0	0	0	0	0,49	0	0	0	0	0	0	0
SdhA	0	0	0	0	0	0	0	0	0,47	0	0	0	0	0	0	0
Nc73EF	0	0	0	0	0	0	0	0	0,45	0	0	0	0	0	0	0
CG13185	0	0	0	0	0	0	0	0	0,45	0	0	0	0	0	0	0
kug	0	0	0	0	0	0	0	0	0,44	0	0	0	0	0	0	0
CG12115	0	0	0	0	0	0	0	0	0	-1,65	0	0	0	0	0	0
CG16756	0	0	0	0	0	0	0	0	0	-1,62	0	-1,05	0	0	0	0
Sodh-2	0	0	0	0	0	0	0	0	0	-1,57	0	-1,44	0	0	0	0
Fbp2	0	0	0	0	0	0	0	0	0	-1,48	0	0	0	0	0	0
CG33301	0	0	0	0	0	0	0	0	0	-1,42	0	0	0	0	0	0
CG15343	0	0	0	0	0	0	0	0	0	-1,39	0	0	0	0	0	0
Mal-A4	0	0	0	0	0	0	0	0	0	-1,19	0	0	0	0	0	0
CG31091	0	0	0	0	0	0	0	0	0	-1,16	0	0	0	0	0	0
iotaTry	0	0	0	0	0	0	0	0	0	-1,14	0	0	0	0	0	0
CG7214	0	0	0	0	0	0	0	0	0	-1,12	0	0	0,795143774	0	0	0
CG14963	0	0	0	0	0	0	0	0	0	-1,05	0	0	0	0	0	0
Adhr	0	0	0	0	0	0	0	0	0	-1,05	0	0	0	0	0	0
Cyp311a1	0	0	0	0	0	0	0	0	0	-1,05	0	0	0	0	0	0
CG2772	0	0	0	0	0	0	0	0	0	-1,04	0	0	0	0	0	0
CG34256	0	0	0	0	0	0	0	0	0	-1,03	0	0	0	0	0	0
Spn42Da	0	0	0	0	0	0	0	0	0	-1,02	0	0	0	0	0	0
Obp99b	0	0	0	0	0	0	0	0	0	-1,02	0	-0,99	0	0	0	0
CG11977	0	0	0	0	0	0	0	0	0	-1,01	0	0	0	0	0	0
DnaJ-1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0
CG31463	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0
CG33306	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0
CG31636	0	0	0	0	0	0	0	0	0	-0,99	0	0	0	0	0	0
Amyrel	0	0	0	0	0	0	0	0	0	-0,99	0	0	0	0	0	0
Hsp27	0	0	0	0	0	0	0	0	0	-0,98	0	0	0	0	0	0
Cht4	0	0	0	0	0	0	0	0	0	-0,98	0	0	0	0	0	0
CG33259	0	0	0	0	0	0	0	0	0	-0,97	0	0	0	0	0	0
CG7025	0	0	0	0	0	0	0	0	0	-0,96	0	0	0	0	0	0
Sgp	0	0	0	0	0	0	0	0	0	-0,96	0	0	0	0	0	0
PPO2	0	0	0	0	0	0	0	0	0	-0,96	0	0	1,012414783	0	0	0
CG4036	0	0	0	0	0	0	0	0	0	-0,94	0	0	0	0	0	0
Alp6	0	0	0	0	0	0	0	0	0	-0,94	0	0	0	0	0	0
CG15534	0	0	0	0	0	0	0	0	0	-0,94	0	0	0	0	0	0
CG2187	0	0	0	0	0	0	0	0	0	-0,93	0	0	0	0	0	0
CG1368	0	0	0	0	0	0	0	0	0	-0,93	0	0	0,823022948	0	0	0
AGBE	0	0	0	0	0	0	0	0	0	-0,93	0	-0,68	0	0	0	0
ru	0	0	0	0	0	0	0	0	0	-0,92	0	0	0	0	0	0
CG11037	0	0	0	0	0	0	0	0	0	-0,91	0	0	0	0	0	0
CAH5	0	0	0	0	0	0	0	0	0	-0,91	0	0	0	0	0	0
Acp53C14c	0	0	0	0	0	0	0	0	0	-0,91	0	0	0	0	0	0
CG3397	0	0	0	0	0	0	0	0	0	-0,91	0	-0,92	0	0	0	0
CG9500	0	0	0	0	0	0	0	0	0	-0,9	0	0	0	0	0	0
CG34129	0	0	0	0	0	0	0	0	0	-0,9	0	0	0	0	0	0
cDIP	0	0	0	0	0	0	0	0	0	-0,88	0	-0,97	0	0	0	0
Sfp84E	0	0	0	0	0	0	0	0	0	-0,86	0	0	0	0	0	0
CG32573	0	0	0	0	0	0	0	0	0	-0,85	0	0	0	0	0	0
CG7997	0	0	0	0	0	0	0	0	0	-0,85	0	-0,82	0	0	0	0
CG7668	0	0	0	0	0	0	0	0	0	-0,84	0	0	0	0	0	0
Jhe	0	0	0	0	0	0	0	0	0	-0,82	0	0	0	0	0	0
stv	0	0	0	0	0	0	0	0	0	-0,8	0	0	0	0	0	0
PPO1	0	0	0	0	0	0	0	0	0	-0,8	0	0	0	0	0	0
Fmo-1	0	0	0	0	0	0	0	0	0	-0,8	0	-0,85	0,707010421	0	0	-2,82
GstE9	0	0	0	0	0	0	0	0	0	-0,78	0	-1,01	0	0	0	0
CG6788	0	0	0	0	0	0	0	0	0	-0,78	0	0	0	0	0	0
CG18478	0	0	0	0	0	0	0	0	0	-0,77	0	0	0	0	0	0
sPLA2	0	0	0	0	0	0	0	0	0	-0,76	0	-0,91	0	0	0	0
CDase	0	0	0	0	0	0	0	0	0	-0,76	0	0	0	0	0	0
smp-30	0	0	0	0	0	0	0	0	0	-0,76	0	-1,26	0	0	0	0
CG6125	0	0	0	0	0	0	0	0	0	-0,75	0	0	0	0	0	0
lectin-37Da	0	0	0	0	0	0	0	0	0	-0,74	0	0	0	0	0	0
CG18747	0	0	0	0	0	0	0	0	0	-0,74	0	0	0	0	0	0
BomBc2	0	0	0	0	0	0	0	0	0	-0,74	0	-0,73	0	0	0	0
CG15199	0	0	0	0	0	0	0	0	0	-0,74	0	-0,89	0	0	0	0
CG14204	0	0	0	0	0	0	0	0	0	-0,74	0	0	0	0	0	0
Esp	0	0	0	0	0	0	0	0	0	-0,73	0	0	0	0	0	0
Acp29AB	0	0	0	0	0	0	0	0	0	-0,73	0	0	0	0	0	0
Hn	0	0	0	0	0	0	0	0	0	-0,73	0	-0,68	0	0	0	0
CG1208	0	0	0	0	0	0	0	0	0	-0,73	0	0	0	0	0	0
to	0	0	0	0	0	0	0	0	0	-0,73	0	0	0	0	0	0
CG31659	0	0	0	0	0	0	0	0	0	-0,73	0	0	0	0	0	0
CG3734	0	0	0	0	0	0	0	0	0	-0,71	0	0	0	0	0	0
CG7322	0	0	0	0	0	0	0	0	0	-0,7	0	-0,86	0	0	0	0
CG15873	0	0	0	0	0	0	0	0	0	-0,7	0	0	0	0	0	0
Ance	0	0	0	0	0	0	0	0	0	-0,7	0	0	0	0	0	0
CG31419	0	0	0	0	0	0	0	0	0	-0,69	0	0	0	0	0	0
CG9673	0	0	0	0	0	0	0	0	0	-0,69	0	0	0	0	0	0
Jafrac2	0	0	0	0	0	0	0	0	0	-0,69	0	0	0	0	0	0
Idi	0	0	0	0	0	0	0	0	0	-0,69	0	0	0	0	0	0
Taldo	0	0	0	0	0	0	0	0	0	-0,69	0	-0,89	0	0	0	0
aqrs	0	0	0	0	0	0	0	0	0	-0,69	0	0	0	0	0	0
CG18493	0	0	0	0	0	0	0	0	0	-0,68	0	0	0,612900434	0	0	0
Culd	0	0	0	0	0	0	0	0	0	-0,68	0	0	0	0	0	0
CG4666	0	0	0	0	0	0	0	0	0	-0,68	0	0	0	0	0	0
mag	0	0	0	0	0	0	0	0	0	-0,67	0	0	0	0	0	0
CG12057	0	0	0	0	0	0	0	0	0	-0,67	0	0	0	0	0	0
CG6012	0	0	0	0	0	0	0	0	0	-0,67	0	0	0	0	0	0
Cyp4e2	0	0	0	0	0	0	0	0	0	-0,67	0	0	0	0	0	0
CG7328	0	0	0	0	0	0	0	0	0	-0,66	0	0	0	0	0	0
CG18249	0	0	0	0	0	0	0	0	0	-0,66	0	0	0	0	0	0
CHOp24	0	0	0	0	0	0	0	0	0	-0,66	0	0	0	0	0	0
CG10560	0	0	0	0	0	0	0	0	0	-0,66	0	0	0	0	0	0
Cyp4s3	0	0	0	0	0	0	0	0	0	-0,65	0	-0,82	0	0	0	0
CG6330	0	0	0	0	0	0	0	0	0	-0,65	0	-0,58	0	0	0	0
Acp65Aa	0	0	0	0	0	0	0	0	0	-0,65	0	0	0	0	0	0
Npc2h	0	0	0	0	0	0	0	0	0	-0,64	0	-0,8	0	0	0	0
CG18302	0	0	0	0	0	0	0	0	0	-0,64	0	0	0	0	0	0
CG31021	0	0	0	0	0	0	0	0	0	-0,64	0	0	0	0	0	0
Cpr49Ae	0	0	0	0	0	0	0	0	0	-0,64	0	-0,69	0	0	0	0
CG5770	0	0	0	0	0	0	0	0	0	-0,64	0	0	0	0	0	0
CG14629	0	0	0	0	0	0	0	0	0	-0,64	0	-0,75	0	0	0	0
CG8661	0	0	0	0	0	0	0	0	0	-0,64	0	0	0	0	0	0
CG30151	0	0	0	0	0	0	0	0	0	-0,64	0	0	0	0	0	0
Zw	0	0	0	0	0	0	0	0	0	-0,63	0	0	0	0	0	0
CG31323	0	0	0	0	0	0	0	0	0	-0,63	0	0	0	0	0	0
CG3301	0	0	0	0	0	0	0	0	0	-0,63	0	-0,83	0	0	0	0
Desat2	0	0	0	0	0	0	0	0	0	-0,63	0	0	0	0	0	0
Gnmt	0	0	0	0	0	0	0	0	0	-0,63	0	0	0	0	0	0
CG43111	0	0	0	0	0	0	0	0	0	-0,63	0	0	0	0	0	0
CG8299	0	0	0	0	0	0	0	0	0	-0,63	0	0	0	0	0	0
Nepl6	0	0	0	0	0	0	0	0	0	-0,63	0	-0,97	0	0	0	0
Adh	0	0	0	0	0	0	0	0	0	-0,62	0	-0,52	0	0	0	0
CG16727	0	0	0	0	0	0	0	0	0	-0,61	0	0	0	0	0	0
SPE	0	0	0	0	0	0	0	0	0	-0,61	0	-0,6	0	0	0	0
PTPMT1	0	0	0	0	0	0	0	0	0	-0,61	0	0	0	0	0	0
Mec2	0	0	0	0	0	0	0	0	0	-0,61	0	0	0	0	0	0
Cyp6d2	0	0	0	0	0	0	0	0	0	-0,61	0	0	0	0	0	0
Eglp4	0	0	0	0	0	0	0	0	0	-0,61	0	-0,87	0	0	0	0
Qsox1	0	0	0	0	0	0	0	0	0	-0,61	0	0	0	0	0	0
CG5162	0	0	0	0	0	0	0	0	0	-0,6	0	0	0	0	0	0
CG15531	0	0	0	0	0	0	0	0	0	-0,6	0	0	0,440491273	0	0	0
GstT4	0	0	0	0	0	0	0	0	0	-0,6	0	0	0	0	0	0
twr	0	0	0	0	0	0	0	0	0	-0,59	0	0	0	0	0	0
CG17271	0	0	0	0	0	0	0	0	0	-0,59	0	0	0	0	0	0
CG14615	0	0	0	0	0	0	0	0	0	-0,59	0	0	0	0	0	0
CG34130	0	0	0	0	0	0	0	0	0	-0,58	0	0	0	0	0	0
Spn75F	0	0	0	0	0	0	0	0	0	-0,58	0	0	0	0	0	0
CG31751	0	0	0	0	0	0	0	0	0	-0,58	0	0	0	0	0	0
Pgd	0	0	0	0	0	0	0	0	0	-0,57	0	-0,75	0	0	0	0
CG34002	0	0	0	0	0	0	0	0	0	-0,57	0	0	0	0	0	0
CG14661	0	0	0	0	0	0	0	0	0	-0,56	0	0	0,721810661	0	1,01	0
Cyp1	0	0	0	0	0	0	0	0	0	-0,56	0	0	0	0	0	0
CG17919	0	0	0	0	0	0	0	0	0	-0,56	0	0	0	0	0	0
CG4174	0	0	0	0	0	0	0	0	0	-0,55	0	0	0	0	0	0
CG10651	0	0	0	0	0	0	0	0	0	-0,55	0	0	0	0	0	0
CG15358	0	0	0	0	0	0	0	0	0	-0,55	0	0	0	0	0	0
CG8036	0	0	0	0	0	0	0	0	0	-0,55	0	-0,87	0	0	0	0
CG31266	0	0	0	0	0	0	0	0	0	-0,55	0	0	0,594169344	0	0	0
Grx1	0	0	0	0	0	0	0	0	0	-0,54	0	0	0	0	0	0
RpS17	0	0	0	0	0	0	0	0	0	-0,54	0	0	0	0	0	0
CG18233	0	0	0	0	0	0	0	0	0	-0,54	0	0	0	0	0	0
CG6726	0	0	0	0	0	0	0	0	0	-0,54	0	0	0	0	0	0
Cpr49Ab	0	0	0	0	0	0	0	0	0	-0,53	0	0	0	0	0	0
Qsox2	0	0	0	0	0	0	0	0	0	-0,53	0	0	0	0	0	0
CG8420	0	0	0	0	0	0	0	0	0	-0,53	0	0	0	0	0	0
Prx2540-1	0	0	0	0	0	0	0	0	0	-0,53	0	0	0	0	0	0
CG9953	0	0	0	0	0	0	0	0	0	-0,52	0	0	0	0	0	0
CG13965	0	0	0	0	0	0	0	0	0	-0,52	0	0	0	0	0	0
CG10912	0	0	0	0	0	0	0	0	0	-0,52	0	0	0	0	0	0
Spn28Dc	0	0	0	0	0	0	0	0	0	-0,52	0	-0,61	0	0	0	0
CG9485	0	0	0	0	0	0	0	0	0	-0,51	0	-0,63	0	0	0	0
Spase25	0	0	0	0	0	0	0	0	0	-0,51	0	0	0	0	0	0
Muc18B	0	0	0	0	0	0	0	0	0	-0,51	0	0	0	0	0	0
ATPCL	0	0	0	0	0	0	0	0	0	-0,51	0	0	0	0	0	0
26-29-p	0	0	0	0	0	0	0	0	0	-0,5	0	0	0	0	0	0
antr	0	0	0	0	0	0	0	0	0	-0,5	0	0	0	0	0	0
Mdr49	0	0	0	0	0	0	0	0	0	-0,5	0	0	0	0	0	0
CG10822	0	0	0	0	0	0	0	0	0	-0,5	0	0	0	0	0	0
Cndp2	0	0	0	0	0	0	0	0	0	-0,49	0	0	0	0	0	0
casp	0	0	0	0	0	0	0	0	0	-0,49	0	0	0	0	0	0
CG13492	0	0	0	0	0	0	0	0	0	-0,49	0	0	0	0	0	0
cathD	0	0	0	0	0	0	0	0	0	-0,49	0	0	0	0	0	0
Sc2	0	0	0	0	0	0	0	0	0	-0,49	0	0	0	0	0	0
CtsB1	0	0	0	0	0	0	0	0	0	-0,48	0	-0,5	0	0	0	0
CG14879	0	0	0	0	0	0	0	0	0	-0,48	0	0	0	0	0	0
CG9512	0	0	0	0	0	0	0	0	0	-0,48	0	-0,65	0	0	0	0
Spp	0	0	0	0	0	0	0	0	0	-0,48	0	0	0	0	0	0
CG12990	0	0	0	0	0	0	0	0	0	-0,48	0	0	0	0	0	0
Gp93	0	0	0	0	0	0	0	0	0	-0,47	0	0	0	0	0	0
CG11034	0	0	0	0	0	0	0	0	0	-0,47	0	0	0	0	0	0
CG17821	0	0	0	0	0	0	0	0	0	-0,46	0	0	0	0	0	0
CG9747	0	0	0	0	0	0	0	0	0	-0,46	0	0	0	0	0	0
Cyp6a8	0	0	0	0	0	0	0	0	0	-0,46	0	0	0	0	0	0
Prosalpha4	0	0	0	0	0	0	0	0	0	-0,46	0	0	0	0	0	0
Hmgs	0	0	0	0	0	0	0	0	0	-0,45	0	0	0	0	0	0
Pld3	0	0	0	0	0	0	0	0	0	-0,45	0	0	0	0	0	0
Cpr92F	0	0	0	0	0	0	0	0	0	-0,45	0	0	0	0	0	0
CG33303	0	0	0	0	0	0	0	0	0	-0,44	0	0	0	-0,165916686	0	0
CG30008	0	0	0	0	0	0	0	0	0	-0,44	0	0	0,716397274	0	0	0
CG7329	0	0	0	0	0	0	0	0	0	-0,43	0	0	0	0	0	0
Ost48	0	0	0	0	0	0	0	0	0	-0,42	0	0	0	0	0	0
CG4020	0	0	0	0	0	0	0	0	0	-0,4	0	0	0,554690703	0	0	0
FASN2	0	0	0	0	0	0	0	0	0	-0,37	0	0	0	0	0	0
AttA	0	0	0	0	0	0	0	0	0	0	0,81	0	0	0	0	0
Pdk1	0	0	0	0	0	0	0	0	0	0	0,59	0	0	0	0	0
CG3699	0	0	0	0	0	0	0	0	0	0	0	-1,5	0	0	0	0
Yp1	0	0	0	0	0	0	0	0	0	0	0	-1,36	0	0	0	0
CG32444	0	0	0	0	0	0	0	0	0	0	0	-1,33	0	0	0	0
CG42369	0	0	0	0	0	0	0	0	0	0	0	-1,16	0	0	0	0
ninaD	0	0	0	0	0	0	0	0	0	0	0	-1,15	0	0	0	0
CG42367	0	0	0	0	0	0	0	0	0	0	0	-1,1	0	0	0	0
Yp3	0	0	0	0	0	0	0	0	0	0	0	-1,07	0	0	0	0
Obp83ef	0	0	0	0	0	0	0	0	0	0	0	-1,06	0	0	0	0
CG6067	0	0	0	0	0	0	0	0	0	0	0	-0,98	0	0	0	0
Obp56h	0	0	0	0	0	0	0	0	0	0	0	-0,92	0	0	0	0
CG30503	0	0	0	0	0	0	0	0	0	0	0	-0,92	0	0	0	0
CG15293	0	0	0	0	0	0	0	0	0	0	0	-0,92	0	0	0	0
GNBP2	0	0	0	0	0	0	0	0	0	0	0	-0,92	0	0	0	0
CG33493	0	0	0	0	0	0	0	0	0	0	0	-0,88	0	0	0	0
Aldh7A1	0	0	0	0	0	0	0	0	0	0	0	-0,87	0	0	0	0
Yp2	0	0	0	0	0	0	0	0	0	0	0	-0,84	0	0	0	0
CG6415	0	0	0	0	0	0	0	0	0	0	0	-0,84	0	0	0	0
CG9119	0	0	0	0	0	0	0	0	0	0	0	-0,84	0	0	0	0
CG4847	0	0	0	0	0	0	0	0	0	0	0	-0,82	0	0	0	0
BomBc3	0	0	0	0	0	0	0	0	0	0	0	-0,81	0	0	0	0
CG17333	0	0	0	0	0	0	0	0	0	0	0	-0,8	0	0	0	0
Cyp4ac2	0	0	0	0	0	0	0	0	0	0	0	-0,79	0	0	0	0
CG9837	0	0	0	0	0	0	0	0	0	0	0	-0,78	0	0	0	0
CG3609	0	0	0	0	0	0	0	0	0	0	0	-0,78	0	0	0	0
CG2493	0	0	0	0	0	0	0	0	0	0	0	-0,76	0	0	0	0
CG3534	0	0	0	0	0	0	0	0	0	0	0	-0,75	0	0	0	0
CR10032	0	0	0	0	0	0	0	0	0	0	0	-0,74	0	0	0	0
CG6300	0	0	0	0	0	0	0	0	0	0	0	-0,73	0	0	0	0
